event_time,user_id,session_id,event_type,device_type,os,country,referral_source,is_returning_user,user_age_group,user_gender,content_id,genre,plan_selected,price_selected,payment_method,session_duration_seconds,event_date,event_hour,weekday
2025-06-04 19:06:00,U50407,S100407,Visit_Content,Mobile,Android,India,Email,0,18-24,Other,C1341,Romance,None,0.0,None,1637,2025-06-04,19,Wednesday
2025-06-04 23:02:01,U50985,S100985,Visit_Content,Desktop,Windows,Spain,Organic,0,25-34,Other,C1311,Romance,None,0.0,None,967,2025-06-04,23,Wednesday
2025-06-05 01:05:16,U50619,S100619,Visit_Content,Mobile,iOS,Spain,Organic,0,25-34,Male,C1486,Comedy,None,0.0,None,1361,2025-06-05,1,Thursday
2025-06-05 03:02:22,U51231,S101231,Visit_Content,Tablet,Linux,India,Email,1,25-34,Male,C1074,Action,None,0.0,None,1355,2025-06-05,3,Thursday
2025-06-05 05:50:27,U50821,S100821,Visit_Content,Mobile,Android,United States,Organic,1,35-44,Other,C1012,Comedy,None,0.0,None,1272,2025-06-05,5,Thursday
2025-06-05 06:34:13,U50030,S100030,Visit_Content,Desktop,macOS,India,Organic,0,25-34,Female,C1693,Action,None,0.0,None,2536,2025-06-05,6,Thursday
2025-06-05 10:43:58,U50362,S100362,Visit_Content,Mobile,Android,India,Organic,1,25-34,Other,C1713,Kids,None,0.0,None,792,2025-06-05,10,Thursday
2025-06-05 14:32:04,U50978,S100978,Visit_Content,Mobile,iOS,United States,Organic,1,18-24,Other,C1834,Sci-Fi,None,0.0,None,2527,2025-06-05,14,Thursday
2025-06-05 15:21:21,U50461,S100461,Visit_Content,Mobile,Android,United States,Organic,0,25-34,Female,C1130,Drama,None,0.0,None,2850,2025-06-05,15,Thursday
2025-06-05 17:51:33,U51434,S101434,Visit_Content,Mobile,iOS,Spain,Email,1,55+,Female,C1080,Comedy,None,0.0,None,2615,2025-06-05,17,Thursday
2025-06-05 18:18:45,U50319,S100319,Visit_Content,Mobile,Android,Brazil,Organic,0,45-54,Other,C1981,Thriller,None,0.0,None,2469,2025-06-05,18,Thursday
2025-06-05 18:23:37,U50319,S100319,Click_Subscribe,Mobile,Android,Brazil,Organic,0,45-54,Other,C1981,Thriller,None,0.0,None,2469,2025-06-05,18,Thursday
2025-06-05 18:25:32,U50319,S100319,Select_Plan,Mobile,Android,Brazil,Organic,0,45-54,Other,C1981,Thriller,FreeTrial,0.0,None,2469,2025-06-05,18,Thursday
2025-06-05 19:43:43,U50858,S100858,Visit_Content,Mobile,Android,India,Organic,0,35-44,Male,C1037,Romance,None,0.0,None,2837,2025-06-05,19,Thursday
2025-06-05 20:35:22,U50995,S100995,Visit_Content,Tablet,Linux,United Kingdom,Ad,0,25-34,Other,C1670,Romance,None,0.0,None,2174,2025-06-05,20,Thursday
2025-06-05 20:49:41,U51051,S101051,Visit_Content,Mobile,Android,United States,Email,0,25-34,Male,C1659,Sci-Fi,None,0.0,None,1342,2025-06-05,20,Thursday
2025-06-05 20:58:26,U51051,S101051,Click_Subscribe,Mobile,Android,United States,Email,0,25-34,Male,C1659,Sci-Fi,None,0.0,None,1342,2025-06-05,20,Thursday
2025-06-05 20:59:38,U51051,S101051,Select_Plan,Mobile,Android,United States,Email,0,25-34,Male,C1659,Sci-Fi,Monthly,7.99,None,1342,2025-06-05,20,Thursday
2025-06-05 21:00:57,U51051,S101051,Start_Payment,Mobile,Android,United States,Email,0,25-34,Male,C1659,Sci-Fi,Monthly,7.99,UPI,1342,2025-06-05,21,Thursday
2025-06-05 21:05:29,U51051,S101051,Payment_Success,Mobile,Android,United States,Email,0,25-34,Male,C1659,Sci-Fi,Monthly,7.99,UPI,1342,2025-06-05,21,Thursday
2025-06-05 23:27:16,U50404,S100404,Visit_Content,Tablet,macOS,India,Ad,0,25-34,Other,C1362,Action,None,0.0,None,2531,2025-06-05,23,Thursday
2025-06-05 23:55:09,U50333,S100333,Visit_Content,Mobile,iOS,Germany,Ad,1,45-54,Other,C1256,Kids,None,0.0,None,1559,2025-06-05,23,Thursday
2025-06-06 01:25:52,U50478,S100478,Visit_Content,Mobile,iOS,United States,Organic,1,55+,Other,C1682,Action,None,0.0,None,3290,2025-06-06,1,Friday
2025-06-06 06:27:55,U50052,S100052,Visit_Content,Mobile,iOS,India,Organic,0,25-34,Other,C1054,Action,None,0.0,None,626,2025-06-06,6,Friday
2025-06-06 06:32:11,U50052,S100052,Click_Subscribe,Mobile,iOS,India,Organic,0,25-34,Other,C1054,Action,None,0.0,None,626,2025-06-06,6,Friday
2025-06-06 06:35:49,U50052,S100052,Select_Plan,Mobile,iOS,India,Organic,0,25-34,Other,C1054,Action,Monthly,7.99,None,626,2025-06-06,6,Friday
2025-06-06 06:39:50,U50052,S100052,Start_Payment,Mobile,iOS,India,Organic,0,25-34,Other,C1054,Action,Monthly,7.99,Wallet,626,2025-06-06,6,Friday
2025-06-06 06:43:41,U50052,S100052,Payment_Success,Mobile,iOS,India,Organic,0,25-34,Other,C1054,Action,Monthly,7.99,Wallet,626,2025-06-06,6,Friday
2025-06-06 10:45:11,U51378,S101378,Visit_Content,Mobile,iOS,Germany,Referral,0,35-44,Other,C1569,Kids,None,0.0,None,1339,2025-06-06,10,Friday
2025-06-06 10:52:26,U51378,S101378,Click_Subscribe,Mobile,iOS,Germany,Referral,0,35-44,Other,C1569,Kids,None,0.0,None,1339,2025-06-06,10,Friday
2025-06-06 10:55:53,U51378,S101378,Select_Plan,Mobile,iOS,Germany,Referral,0,35-44,Other,C1569,Kids,Monthly,7.99,None,1339,2025-06-06,10,Friday
2025-06-06 11:00:09,U51378,S101378,Start_Payment,Mobile,iOS,Germany,Referral,0,35-44,Other,C1569,Kids,Monthly,7.99,PayPal,1339,2025-06-06,11,Friday
2025-06-06 12:21:14,U50232,S100232,Visit_Content,Tablet,Windows,India,Email,1,35-44,Other,C1028,Romance,None,0.0,None,2340,2025-06-06,12,Friday
2025-06-06 15:25:32,U50151,S100151,Visit_Content,Desktop,Linux,United States,Organic,0,35-44,Female,C1135,Thriller,None,0.0,None,1886,2025-06-06,15,Friday
2025-06-06 20:18:13,U50331,S100331,Visit_Content,Mobile,iOS,India,Organic,0,35-44,Male,C1562,Sci-Fi,None,0.0,None,2989,2025-06-06,20,Friday
2025-06-07 03:48:47,U50100,S100100,Visit_Content,Mobile,Android,Brazil,Organic,1,35-44,Male,C1609,Comedy,None,0.0,None,1283,2025-06-07,3,Saturday
2025-06-07 05:45:38,U50848,S100848,Visit_Content,SmartTV,FireOS,United States,Social,0,25-34,Male,C1911,Thriller,None,0.0,None,264,2025-06-07,5,Saturday
2025-06-07 07:42:41,U51115,S101115,Visit_Content,Tablet,macOS,India,Organic,0,25-34,Male,C1103,Action,None,0.0,None,3063,2025-06-07,7,Saturday
2025-06-07 07:51:24,U51115,S101115,Click_Subscribe,Tablet,macOS,India,Organic,0,25-34,Male,C1103,Action,None,0.0,None,3063,2025-06-07,7,Saturday
2025-06-07 07:55:55,U51115,S101115,Select_Plan,Tablet,macOS,India,Organic,0,25-34,Male,C1103,Action,Monthly,7.99,None,3063,2025-06-07,7,Saturday
2025-06-07 08:03:44,U51115,S101115,Start_Payment,Tablet,macOS,India,Organic,0,25-34,Male,C1103,Action,Monthly,7.99,PayPal,3063,2025-06-07,8,Saturday
2025-06-07 08:07:44,U51115,S101115,Payment_Success,Tablet,macOS,India,Organic,0,25-34,Male,C1103,Action,Monthly,7.99,PayPal,3063,2025-06-07,8,Saturday
2025-06-07 08:10:45,U50673,S100673,Visit_Content,Mobile,Android,India,Organic,0,18-24,Other,C1211,Action,None,0.0,None,374,2025-06-07,8,Saturday
2025-06-07 11:21:55,U50857,S100857,Visit_Content,Mobile,Android,India,Organic,0,25-34,Male,C1829,Comedy,None,0.0,None,405,2025-06-07,11,Saturday
2025-06-07 11:30:18,U50857,S100857,Click_Subscribe,Mobile,Android,India,Organic,0,25-34,Male,C1829,Comedy,None,0.0,None,405,2025-06-07,11,Saturday
2025-06-07 11:31:05,U50857,S100857,Select_Plan,Mobile,Android,India,Organic,0,25-34,Male,C1829,Comedy,Monthly,7.99,None,405,2025-06-07,11,Saturday
2025-06-07 11:39:19,U50857,S100857,Start_Payment,Mobile,Android,India,Organic,0,25-34,Male,C1829,Comedy,Monthly,7.99,Wallet,405,2025-06-07,11,Saturday
2025-06-07 15:06:58,U50763,S100763,Visit_Content,Mobile,iOS,India,Organic,0,25-34,Female,C1581,Romance,None,0.0,None,967,2025-06-07,15,Saturday
2025-06-07 19:12:44,U50281,S100281,Visit_Content,Desktop,Windows,India,Social,0,35-44,Other,C1394,Action,None,0.0,None,3451,2025-06-07,19,Saturday
2025-06-07 19:15:26,U50281,S100281,Click_Subscribe,Desktop,Windows,India,Social,0,35-44,Other,C1394,Action,None,0.0,None,3451,2025-06-07,19,Saturday
2025-06-07 19:19:31,U50281,S100281,Select_Plan,Desktop,Windows,India,Social,0,35-44,Other,C1394,Action,Monthly,7.99,None,3451,2025-06-07,19,Saturday
2025-06-07 23:48:31,U50016,S100016,Visit_Content,SmartTV,FireOS,India,Organic,0,45-54,Female,C1292,Thriller,None,0.0,None,2868,2025-06-07,23,Saturday
2025-06-07 23:53:36,U50016,S100016,Click_Subscribe,SmartTV,FireOS,India,Organic,0,45-54,Female,C1292,Thriller,None,0.0,None,2868,2025-06-07,23,Saturday
2025-06-07 23:54:10,U50016,S100016,Select_Plan,SmartTV,FireOS,India,Organic,0,45-54,Female,C1292,Thriller,Monthly,7.99,None,2868,2025-06-07,23,Saturday
2025-06-08 03:09:14,U51275,S101275,Visit_Content,Desktop,macOS,Australia,Organic,1,25-34,Male,C1092,Sci-Fi,None,0.0,None,108,2025-06-08,3,Sunday
2025-06-08 04:06:30,U51391,S101391,Visit_Content,Mobile,Android,Canada,Organic,0,25-34,Other,C1057,Romance,None,0.0,None,1677,2025-06-08,4,Sunday
2025-06-08 08:27:17,U50034,S100034,Visit_Content,Mobile,Android,Brazil,Ad,1,35-44,Male,C1180,Kids,None,0.0,None,220,2025-06-08,8,Sunday
2025-06-08 15:21:54,U51283,S101283,Visit_Content,Tablet,macOS,United States,Organic,1,25-34,Female,C1002,Comedy,None,0.0,None,195,2025-06-08,15,Sunday
2025-06-08 16:25:54,U50616,S100616,Visit_Content,Mobile,Android,India,Organic,1,35-44,Male,C1449,Kids,None,0.0,None,3508,2025-06-08,16,Sunday
2025-06-08 18:14:00,U50123,S100123,Visit_Content,Mobile,Android,India,Organic,0,25-34,Other,C1352,Action,None,0.0,None,3410,2025-06-08,18,Sunday
2025-06-08 18:38:17,U51021,S101021,Visit_Content,SmartTV,FireOS,India,Ad,0,18-24,Other,C1419,Action,None,0.0,None,2315,2025-06-08,18,Sunday
2025-06-08 20:11:09,U50579,S100579,Visit_Content,Mobile,iOS,United States,Organic,0,25-34,Male,C1935,Drama,None,0.0,None,1117,2025-06-08,20,Sunday
2025-06-09 08:28:21,U50852,S100852,Visit_Content,Tablet,Linux,India,Social,0,18-24,Female,C1339,Thriller,None,0.0,None,898,2025-06-09,8,Monday
2025-06-09 09:09:52,U50462,S100462,Visit_Content,Mobile,iOS,United States,Organic,0,45-54,Other,C1160,Action,None,0.0,None,2382,2025-06-09,9,Monday
2025-06-09 09:18:48,U50462,S100462,Click_Subscribe,Mobile,iOS,United States,Organic,0,45-54,Other,C1160,Action,None,0.0,None,2382,2025-06-09,9,Monday
2025-06-09 09:20:43,U50462,S100462,Select_Plan,Mobile,iOS,United States,Organic,0,45-54,Other,C1160,Action,Monthly,7.99,None,2382,2025-06-09,9,Monday
2025-06-09 09:28:46,U50462,S100462,Start_Payment,Mobile,iOS,United States,Organic,0,45-54,Other,C1160,Action,Monthly,7.99,NetBanking,2382,2025-06-09,9,Monday
2025-06-09 09:32:30,U50462,S100462,Payment_Success,Mobile,iOS,United States,Organic,0,45-54,Other,C1160,Action,Monthly,7.99,NetBanking,2382,2025-06-09,9,Monday
2025-06-09 11:01:45,U50335,S100335,Visit_Content,Mobile,iOS,United States,Organic,1,25-34,Male,C1408,Romance,None,0.0,None,326,2025-06-09,11,Monday
2025-06-09 21:49:09,U51150,S101150,Visit_Content,Desktop,macOS,Brazil,Organic,0,35-44,Male,C1050,Sci-Fi,None,0.0,None,1290,2025-06-09,21,Monday
2025-06-09 23:29:04,U50692,S100692,Visit_Content,Desktop,Windows,India,Organic,0,35-44,Female,C1121,Thriller,None,0.0,None,2018,2025-06-09,23,Monday
2025-06-10 01:15:58,U51406,S101406,Visit_Content,Mobile,Android,United States,Email,0,18-24,Male,C1081,Romance,None,0.0,None,3004,2025-06-10,1,Tuesday
2025-06-10 01:17:33,U50035,S100035,Visit_Content,Mobile,Android,Canada,Social,1,25-34,Female,C1627,Thriller,None,0.0,None,3417,2025-06-10,1,Tuesday
2025-06-10 01:25:30,U51406,S101406,Click_Subscribe,Mobile,Android,United States,Email,0,18-24,Male,C1081,Romance,None,0.0,None,3004,2025-06-10,1,Tuesday
2025-06-10 01:26:55,U51406,S101406,Select_Plan,Mobile,Android,United States,Email,0,18-24,Male,C1081,Romance,Monthly,7.99,None,3004,2025-06-10,1,Tuesday
2025-06-10 01:31:51,U51406,S101406,Start_Payment,Mobile,Android,United States,Email,0,18-24,Male,C1081,Romance,Monthly,7.99,UPI,3004,2025-06-10,1,Tuesday
2025-06-10 01:36:14,U51406,S101406,Payment_Success,Mobile,Android,United States,Email,0,18-24,Male,C1081,Romance,Monthly,7.99,UPI,3004,2025-06-10,1,Tuesday
2025-06-10 02:39:55,U51015,S101015,Visit_Content,Mobile,Android,India,Social,0,45-54,Other,C1675,Romance,None,0.0,None,1912,2025-06-10,2,Tuesday
2025-06-10 03:10:51,U50888,S100888,Visit_Content,Mobile,Android,India,Email,1,18-24,Male,C1352,Comedy,None,0.0,None,1943,2025-06-10,3,Tuesday
2025-06-10 03:12:58,U51093,S101093,Visit_Content,Mobile,iOS,Germany,Organic,0,25-34,Male,C1258,Comedy,None,0.0,None,1557,2025-06-10,3,Tuesday
2025-06-10 03:16:13,U51093,S101093,Click_Subscribe,Mobile,iOS,Germany,Organic,0,25-34,Male,C1258,Comedy,None,0.0,None,1557,2025-06-10,3,Tuesday
2025-06-10 03:18:28,U51093,S101093,Select_Plan,Mobile,iOS,Germany,Organic,0,25-34,Male,C1258,Comedy,Yearly,79.99,None,1557,2025-06-10,3,Tuesday
2025-06-10 03:22:13,U50993,S100993,Visit_Content,Mobile,Android,Brazil,Organic,1,55+,Female,C1960,Kids,None,0.0,None,2712,2025-06-10,3,Tuesday
2025-06-10 07:54:51,U50707,S100707,Visit_Content,Tablet,Windows,United States,Organic,0,25-34,Female,C1332,Comedy,None,0.0,None,2904,2025-06-10,7,Tuesday
2025-06-10 20:38:58,U51222,S101222,Visit_Content,Mobile,Android,India,Organic,1,55+,Female,C1135,Kids,None,0.0,None,2045,2025-06-10,20,Tuesday
2025-06-11 11:14:14,U50210,S100210,Visit_Content,Mobile,Android,United States,Referral,1,45-54,Male,C1396,Thriller,None,0.0,None,1511,2025-06-11,11,Wednesday
2025-06-11 11:28:48,U50744,S100744,Visit_Content,Tablet,Windows,United States,Email,0,18-24,Other,C1192,Thriller,None,0.0,None,2867,2025-06-11,11,Wednesday
2025-06-11 14:28:50,U51295,S101295,Visit_Content,Mobile,Android,India,Organic,1,35-44,Other,C1028,Sci-Fi,None,0.0,None,404,2025-06-11,14,Wednesday
2025-06-11 14:38:37,U51295,S101295,Click_Subscribe,Mobile,Android,India,Organic,1,35-44,Other,C1028,Sci-Fi,None,0.0,None,404,2025-06-11,14,Wednesday
2025-06-11 14:39:35,U50753,S100753,Visit_Content,Mobile,iOS,India,Organic,0,25-34,Other,C1156,Drama,None,0.0,None,2546,2025-06-11,14,Wednesday
2025-06-11 14:43:00,U51295,S101295,Select_Plan,Mobile,Android,India,Organic,1,35-44,Other,C1028,Sci-Fi,Monthly,7.99,None,404,2025-06-11,14,Wednesday
2025-06-11 16:56:21,U51232,S101232,Visit_Content,Desktop,Windows,United States,Email,1,25-34,Other,C1623,Sci-Fi,None,0.0,None,3223,2025-06-11,16,Wednesday
2025-06-11 21:23:49,U51091,S101091,Visit_Content,Desktop,Linux,Brazil,Organic,1,25-34,Other,C1702,Romance,None,0.0,None,2933,2025-06-11,21,Wednesday
2025-06-12 00:42:27,U50059,S100059,Visit_Content,Mobile,Android,United States,Organic,0,55+,Female,C1885,Drama,None,0.0,None,2708,2025-06-12,0,Thursday
2025-06-12 03:56:31,U51353,S101353,Visit_Content,Desktop,Linux,India,Social,1,25-34,Male,C1429,Comedy,None,0.0,None,1610,2025-06-12,3,Thursday
2025-06-12 03:57:40,U51353,S101353,Click_Subscribe,Desktop,Linux,India,Social,1,25-34,Male,C1429,Comedy,None,0.0,None,1610,2025-06-12,3,Thursday
2025-06-12 04:00:44,U51353,S101353,Select_Plan,Desktop,Linux,India,Social,1,25-34,Male,C1429,Comedy,Monthly,7.99,None,1610,2025-06-12,4,Thursday
2025-06-12 06:53:15,U51197,S101197,Visit_Content,Desktop,macOS,India,Organic,0,18-24,Male,C1891,Sci-Fi,None,0.0,None,460,2025-06-12,6,Thursday
2025-06-12 07:36:34,U50349,S100349,Visit_Content,Mobile,Android,India,Ad,0,35-44,Female,C1884,Kids,None,0.0,None,1928,2025-06-12,7,Thursday
2025-06-12 09:15:48,U51013,S101013,Visit_Content,Mobile,iOS,Brazil,Organic,0,35-44,Male,C1043,Kids,None,0.0,None,1695,2025-06-12,9,Thursday
2025-06-12 11:24:15,U50580,S100580,Visit_Content,Mobile,Android,India,Organic,0,25-34,Male,C1801,Action,None,0.0,None,1544,2025-06-12,11,Thursday
2025-06-12 12:42:37,U50012,S100012,Visit_Content,Desktop,Windows,India,Ad,1,18-24,Male,C1285,Kids,None,0.0,None,892,2025-06-12,12,Thursday
2025-06-12 13:23:35,U50469,S100469,Visit_Content,Mobile,iOS,India,Email,0,35-44,Male,C1141,Romance,None,0.0,None,992,2025-06-12,13,Thursday
2025-06-12 13:38:09,U51152,S101152,Visit_Content,Mobile,Android,India,Referral,0,45-54,Male,C1480,Romance,None,0.0,None,1677,2025-06-12,13,Thursday
2025-06-12 16:48:09,U50850,S100850,Visit_Content,Mobile,Android,United States,Social,0,55+,Other,C1337,Action,None,0.0,None,2492,2025-06-12,16,Thursday
2025-06-12 19:29:22,U51087,S101087,Visit_Content,Desktop,Windows,Australia,Organic,0,25-34,Other,C1826,Romance,None,0.0,None,1258,2025-06-12,19,Thursday
2025-06-13 00:17:14,U50159,S100159,Visit_Content,Tablet,Linux,India,Email,1,25-34,Female,C1385,Action,None,0.0,None,3105,2025-06-13,0,Friday
2025-06-13 00:21:06,U50159,S100159,Click_Subscribe,Tablet,Linux,India,Email,1,25-34,Female,C1385,Action,None,0.0,None,3105,2025-06-13,0,Friday
2025-06-13 00:22:24,U50159,S100159,Select_Plan,Tablet,Linux,India,Email,1,25-34,Female,C1385,Action,Monthly,7.99,None,3105,2025-06-13,0,Friday
2025-06-13 01:11:39,U50014,S100014,Visit_Content,Desktop,Linux,United Kingdom,Email,0,35-44,Male,C1254,Documentary,None,0.0,None,794,2025-06-13,1,Friday
2025-06-13 01:14:48,U50014,S100014,Click_Subscribe,Desktop,Linux,United Kingdom,Email,0,35-44,Male,C1254,Documentary,None,0.0,None,794,2025-06-13,1,Friday
2025-06-13 01:17:00,U50014,S100014,Select_Plan,Desktop,Linux,United Kingdom,Email,0,35-44,Male,C1254,Documentary,Monthly,7.99,None,794,2025-06-13,1,Friday
2025-06-13 02:01:50,U51147,S101147,Visit_Content,Tablet,Linux,Australia,Organic,1,35-44,Other,C1324,Documentary,None,0.0,None,1293,2025-06-13,2,Friday
2025-06-13 02:03:41,U51147,S101147,Click_Subscribe,Tablet,Linux,Australia,Organic,1,35-44,Other,C1324,Documentary,None,0.0,None,1293,2025-06-13,2,Friday
2025-06-13 02:06:19,U51147,S101147,Select_Plan,Tablet,Linux,Australia,Organic,1,35-44,Other,C1324,Documentary,Monthly,7.99,None,1293,2025-06-13,2,Friday
2025-06-13 02:06:22,U50325,S100325,Visit_Content,Mobile,Android,United Kingdom,Organic,0,18-24,Other,C1599,Sci-Fi,None,0.0,None,1085,2025-06-13,2,Friday
2025-06-13 04:04:35,U50935,S100935,Visit_Content,SmartTV,FireOS,United States,Organic,1,25-34,Male,C1057,Romance,None,0.0,None,1145,2025-06-13,4,Friday
2025-06-13 10:25:23,U50840,S100840,Visit_Content,Tablet,Linux,India,Organic,0,25-34,Male,C1028,Drama,None,0.0,None,2226,2025-06-13,10,Friday
2025-06-13 10:25:51,U50840,S100840,Click_Subscribe,Tablet,Linux,India,Organic,0,25-34,Male,C1028,Drama,None,0.0,None,2226,2025-06-13,10,Friday
2025-06-13 10:28:20,U50840,S100840,Select_Plan,Tablet,Linux,India,Organic,0,25-34,Male,C1028,Drama,Monthly,7.99,None,2226,2025-06-13,10,Friday
2025-06-13 10:43:14,U50189,S100189,Visit_Content,Mobile,iOS,India,Social,0,35-44,Male,C1591,Comedy,None,0.0,None,3289,2025-06-13,10,Friday
2025-06-13 11:57:52,U50643,S100643,Visit_Content,Desktop,Windows,Canada,Social,0,25-34,Male,C1777,Sci-Fi,None,0.0,None,2452,2025-06-13,11,Friday
2025-06-13 13:07:22,U50915,S100915,Visit_Content,Desktop,macOS,Brazil,Referral,1,18-24,Female,C1980,Sci-Fi,None,0.0,None,2947,2025-06-13,13,Friday
2025-06-13 14:31:07,U51358,S101358,Visit_Content,Mobile,Android,Germany,Social,0,18-24,Female,C1207,Sci-Fi,None,0.0,None,3336,2025-06-13,14,Friday
2025-06-13 14:32:21,U51358,S101358,Click_Subscribe,Mobile,Android,Germany,Social,0,18-24,Female,C1207,Sci-Fi,None,0.0,None,3336,2025-06-13,14,Friday
2025-06-13 14:35:16,U51358,S101358,Select_Plan,Mobile,Android,Germany,Social,0,18-24,Female,C1207,Sci-Fi,Monthly,7.99,None,3336,2025-06-13,14,Friday
2025-06-13 14:41:26,U51358,S101358,Start_Payment,Mobile,Android,Germany,Social,0,18-24,Female,C1207,Sci-Fi,Monthly,7.99,Wallet,3336,2025-06-13,14,Friday
2025-06-13 15:37:07,U50998,S100998,Visit_Content,Mobile,Android,United States,Social,0,18-24,Female,C1394,Documentary,None,0.0,None,1455,2025-06-13,15,Friday
2025-06-13 19:36:44,U50944,S100944,Visit_Content,SmartTV,FireOS,United Kingdom,Email,0,18-24,Female,C1185,Comedy,None,0.0,None,122,2025-06-13,19,Friday
2025-06-13 20:34:46,U50808,S100808,Visit_Content,Mobile,iOS,Germany,Organic,1,18-24,Male,C1991,Sci-Fi,None,0.0,None,321,2025-06-13,20,Friday
2025-06-13 20:43:38,U50808,S100808,Click_Subscribe,Mobile,iOS,Germany,Organic,1,18-24,Male,C1991,Sci-Fi,None,0.0,None,321,2025-06-13,20,Friday
2025-06-13 20:47:59,U50808,S100808,Select_Plan,Mobile,iOS,Germany,Organic,1,18-24,Male,C1991,Sci-Fi,FreeTrial,0.0,None,321,2025-06-13,20,Friday
2025-06-13 20:49:07,U50808,S100808,Start_Payment,Mobile,iOS,Germany,Organic,1,18-24,Male,C1991,Sci-Fi,FreeTrial,0.0,Wallet,321,2025-06-13,20,Friday
2025-06-13 21:01:35,U50582,S100582,Visit_Content,Mobile,iOS,Spain,Ad,0,35-44,Female,C1046,Action,None,0.0,None,3042,2025-06-13,21,Friday
2025-06-13 21:03:08,U50582,S100582,Click_Subscribe,Mobile,iOS,Spain,Ad,0,35-44,Female,C1046,Action,None,0.0,None,3042,2025-06-13,21,Friday
2025-06-13 21:04:15,U50582,S100582,Select_Plan,Mobile,iOS,Spain,Ad,0,35-44,Female,C1046,Action,Monthly,7.99,None,3042,2025-06-13,21,Friday
2025-06-13 23:35:33,U50720,S100720,Visit_Content,Desktop,Linux,India,Ad,1,25-34,Female,C1562,Kids,None,0.0,None,2221,2025-06-13,23,Friday
2025-06-14 01:55:51,U50044,S100044,Visit_Content,SmartTV,FireOS,India,Social,0,35-44,Male,C1815,Drama,None,0.0,None,1437,2025-06-14,1,Saturday
2025-06-14 09:39:26,U50630,S100630,Visit_Content,Mobile,Android,United Kingdom,Organic,0,25-34,Male,C1221,Drama,None,0.0,None,2779,2025-06-14,9,Saturday
2025-06-14 10:16:02,U50267,S100267,Visit_Content,Mobile,Android,India,Organic,0,25-34,Female,C1392,Drama,None,0.0,None,169,2025-06-14,10,Saturday
2025-06-14 14:07:34,U50125,S100125,Visit_Content,Tablet,macOS,Canada,Organic,1,25-34,Male,C1640,Sci-Fi,None,0.0,None,2531,2025-06-14,14,Saturday
2025-06-14 18:11:43,U51344,S101344,Visit_Content,Mobile,iOS,India,Email,1,25-34,Other,C1443,Comedy,None,0.0,None,1950,2025-06-14,18,Saturday
2025-06-15 01:45:55,U50533,S100533,Visit_Content,Mobile,Android,India,Email,1,45-54,Male,C1091,Romance,None,0.0,None,2924,2025-06-15,1,Sunday
2025-06-15 01:47:56,U50533,S100533,Click_Subscribe,Mobile,Android,India,Email,1,45-54,Male,C1091,Romance,None,0.0,None,2924,2025-06-15,1,Sunday
2025-06-15 01:49:06,U50533,S100533,Select_Plan,Mobile,Android,India,Email,1,45-54,Male,C1091,Romance,Monthly,7.99,None,2924,2025-06-15,1,Sunday
2025-06-15 01:54:03,U50533,S100533,Start_Payment,Mobile,Android,India,Email,1,45-54,Male,C1091,Romance,Monthly,7.99,NetBanking,2924,2025-06-15,1,Sunday
2025-06-15 02:10:24,U50560,S100560,Visit_Content,Mobile,iOS,United States,Organic,0,35-44,Female,C1644,Documentary,None,0.0,None,635,2025-06-15,2,Sunday
2025-06-15 04:49:28,U50680,S100680,Visit_Content,Tablet,macOS,Germany,Social,0,25-34,Female,C1602,Kids,None,0.0,None,406,2025-06-15,4,Sunday
2025-06-15 15:39:18,U50829,S100829,Visit_Content,Tablet,Windows,United States,Referral,1,35-44,Other,C1750,Comedy,None,0.0,None,3486,2025-06-15,15,Sunday
2025-06-15 15:45:33,U50287,S100287,Visit_Content,Mobile,Android,Australia,Organic,1,55+,Male,C1986,Kids,None,0.0,None,32,2025-06-15,15,Sunday
2025-06-15 20:49:22,U50254,S100254,Visit_Content,Desktop,macOS,Canada,Email,0,25-34,Other,C1413,Action,None,0.0,None,3211,2025-06-15,20,Sunday
2025-06-15 20:52:41,U50254,S100254,Click_Subscribe,Desktop,macOS,Canada,Email,0,25-34,Other,C1413,Action,None,0.0,None,3211,2025-06-15,20,Sunday
2025-06-15 20:54:28,U50254,S100254,Select_Plan,Desktop,macOS,Canada,Email,0,25-34,Other,C1413,Action,FreeTrial,0.0,None,3211,2025-06-15,20,Sunday
2025-06-15 21:43:06,U50111,S100111,Visit_Content,Mobile,iOS,India,Organic,0,18-24,Other,C1087,Romance,None,0.0,None,292,2025-06-15,21,Sunday
2025-06-15 23:10:56,U50702,S100702,Visit_Content,Desktop,Linux,Spain,Ad,0,35-44,Female,C1069,Kids,None,0.0,None,1731,2025-06-15,23,Sunday
2025-06-15 23:58:36,U50921,S100921,Visit_Content,Desktop,Linux,Brazil,Organic,0,45-54,Female,C1663,Action,None,0.0,None,3581,2025-06-15,23,Sunday
2025-06-16 00:05:06,U50921,S100921,Click_Subscribe,Desktop,Linux,Brazil,Organic,0,45-54,Female,C1663,Action,None,0.0,None,3581,2025-06-16,0,Monday
2025-06-16 00:05:44,U50921,S100921,Select_Plan,Desktop,Linux,Brazil,Organic,0,45-54,Female,C1663,Action,Monthly,7.99,None,3581,2025-06-16,0,Monday
2025-06-16 00:11:10,U50921,S100921,Start_Payment,Desktop,Linux,Brazil,Organic,0,45-54,Female,C1663,Action,Monthly,7.99,UPI,3581,2025-06-16,0,Monday
